fuel_type,body_type,km_driven,owner,price,manufacturing_year,link,features,oem,model,registration_year,Mileage,Seats,transmission,variantName,City
Petrol,Hatchback,10000,First Owner,509999,2020,https://www.cardekho.com/used-car-details/used-Renault-Kwid-1.0-Rxt-Amt-Opt-cars-Bangalore_75b041fa-e2c6-48d3-8638-2c7f903f0e34.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault KWID,2020,22,5,Automatic,1.0 RXT AMT Opt,Bangalore
Diesel,Sedan,80000,Third Owner,500000,2016,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-1.5-Tdi-Elegance-Black-Package-cars-Bangalore_60f5ff8b-f53b-4e18-b29a-aa83b6ede474.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Skoda,Skoda Rapid,2016,21.14,5,Manual,1.5 TDI Elegance Black Package,Bangalore
Petrol,Hatchback,40000,Second Owner,994999,2017,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-Gt-Tsi-cars-Bangalore_dbb43c77-0a22-4d55-aa71-e85eeaaabd94.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Polo,2017,17.21,5,Automatic,GT TSI,Bangalore
Diesel,Hatchback,90000,First Owner,560000,2015,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.5-Tdi-Highline-cars-Bangalore_31e79460-2a76-4d29-bed5-edfb9323ad05.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Polo,2015,20.14,5,Manual,1.5 TDI Highline,Bangalore
Petrol,MUV,120000,Second Owner,1100000,2014,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.0-Vx-(petrol)-7-Seater-cars-Bangalore_4c4a45df-cd11-4958-8b9b-e20668d9cd57.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Toyota,Toyota Innova,2014,11.4,7,Manual,2.0 VX (Petrol) 7 Seater,Bangalore
Diesel,SUV,120000,Second Owner,900000,2012,https://www.cardekho.com/used-car-details/used-Hyundai-Santa-Fe-4x4-At-cars-Bangalore_2c36ff3b-8679-46f4-99fe-5b77488182af.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Santa Fe,2012,11.72,7,Automatic,4x4 AT,Bangalore
Diesel,SUV,90000,First Owner,795000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zdi-cars-Bangalore_6c534071-058f-4cbf-8cd4-e0e76a32ea9a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2017,24.3,5,Manual,ZDi,Bangalore
Diesel,Sedan,50000,First Owner,1150000,2020,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-Crdi-1.6-Sx-cars-Bangalore_158ba5d7-32fe-4a03-a377-0bcba166e899.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Verna,2020,22,5,Manual,CRDi 1.6 SX,Bangalore
Petrol,Hatchback,120000,Third Owner,400000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Vxi-cars-Bangalore_8784bc77-38e2-495f-9d5f-9d75abc3a597.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Celerio,2015,23.1,5,Manual,VXI,Bangalore
Petrol,SUV,70000,Second Owner,675000,2016,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Ti-Vct-At-Titanium-Bsiv-cars-Bangalore_a41ed8c8-180e-452f-98f7-0c050ee42374.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Ford,Ford Ecosport,2016,15.63,5,Automatic,1.5 Ti VCT AT Titanium BSIV,Bangalore
Petrol,Hatchback,70000,Second Owner,330000,2013,https://www.cardekho.com/used-car-details/used-Honda-Brio-S-Mt-cars-Bangalore_0d66fbee-3b15-405f-97f9-697f0411d5a3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Honda,Honda Brio,2013,19.4,5,Manual,S MT,Bangalore
Diesel,Sedan,100000,Second Owner,425000,2012,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-Diesel-Highline-cars-Bangalore_c3636e31-67f8-46c6-b254-ef9faddd3108.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Vento,2012,20.54,5,Manual,Diesel Highline,Bangalore
Petrol,Sedan,30000,First Owner,1070000,2019,https://www.cardekho.com/used-car-details/used-Honda-City-I-vtec-V-cars-Bangalore_645719df-1640-49e1-8e18-767606773516.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda City,2019,17.4,5,Manual,i-VTEC V,Bangalore
Diesel,SUV,110000,First Owner,1000000,2016,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W6-2wd-cars-Bangalore_d8a99471-5868-4679-a763-55a798e36195.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Mahindra,Mahindra XUV500,2016,16,7,Manual,W6 2WD,Bangalore
Petrol,Sedan,50000,First Owner,375000,2009,https://www.cardekho.com/used-car-details/used-Fiat-Linea-Emotion-Pack-cars-Bangalore_cec48186-de47-4c75-a682-a41cc57806b9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Fiat,Fiat Linea,2009,16,5,Manual,Emotion Pack,Bangalore
Petrol,Sedan,50000,First Owner,375000,2009,https://www.cardekho.com/used-car-details/used-Fiat-Linea-Emotion-Pack-cars-Bangalore_51efc9a7-7d47-474d-9612-b4b5efb52433.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Fiat,Fiat Linea,2009,16,5,Manual,Emotion Pack,Bangalore
Petrol,Hatchback,53000,Second Owner,420000,2014,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-Vxi-cars-Bangalore_7105a7f2-b790-40d7-9a77-cd64caa92af2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Maruti,Maruti Ritz,2014,18.5,5,Manual,VXi,Bangalore
Petrol,Hatchback,70000,Second Owner,320000,2010,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gls-cars-Bangalore_0478e3a6-6051-4bf0-92dc-550c1603e0de.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Hyundai,Hyundai Santro Xing,2010,17.92,5,Manual,GLS,Bangalore
Diesel,Sedan,70000,Second Owner,1400000,2013,https://www.cardekho.com/used-car-details/used-Mercedes-benz-E-class-E-220-Cdi-Avantgarde-cars-Bangalore_4c499b79-3c77-44be-afa3-236e70fbb2c3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Mercedes-Benz,Mercedes-Benz E-Class,2013,10,5,Automatic,E 220 CDI Avantgarde,Bangalore
Diesel,SUV,50000,Second Owner,1000000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zdi-Plus-Dual-Tone-cars-Bangalore_4624e5ae-1518-4eae-a83b-3f792940722c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Vitara Brezza,2018,24.3,5,Manual,ZDi Plus Dual Tone,Bangalore
Diesel,SUV,50000,Second Owner,1000000,2014,https://www.cardekho.com/used-car-details/used-Mahindra-Ssangyong-Rexton-Rx7-cars-Bangalore_a1d8891f-5207-429f-9cbf-c9f3a2c1ff20.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,11.18,7,Automatic,RX7,Bangalore
Petrol,SUV,80000,First Owner,1150000,2021,https://www.cardekho.com/used-car-details/used-Tata-Nexon-Xz-Plus-Dualtone-Roof-(o)-cars-Bangalore_c26270df-dcd1-4a3a-9a11-ef05b3323ce8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Tata,Tata Nexon,2021,17.57,5,Manual,XZ Plus DualTone Roof (O),Bangalore
Diesel,Sedan,90000,Fourth Owner,1000000,2011,https://www.cardekho.com/used-car-details/used-Mercedes-benz-E-class-E250-Cdi-Blue-Efficiency-cars-Bangalore_dc500f67-9c44-4ddc-9918-7d5a894a80a9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Mercedes-Benz,Mercedes-Benz E-Class,2011,14.21,5,Automatic,E250 CDI Blue Efficiency,Bangalore
Diesel,Sedan,120000,First Owner,600000,2011,https://www.cardekho.com/used-car-details/used-Toyota-Corolla-Altis-Diesel-D4dg-cars-Bangalore_0af2b4a9-67fd-460d-9ccd-dd7c5e003af4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Toyota,Toyota Corolla Altis,2011,21.43,5,Manual,Diesel D4DG,Bangalore
Diesel,Hatchback,100000,Second Owner,420000,2012,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Rs-Vdi-cars-Bangalore_f06b5235-af7f-4987-b8cd-4d757e4d6c21.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Maruti,Maruti Swift,2012,22.9,5,Manual,RS VDI,Bangalore
Diesel,MUV,120000,Second Owner,1275000,2013,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-Vx-(diesel)-7-Seater-Bs-Iv-cars-Bangalore_7683d28c-9f37-4e9c-bad2-8950edf9bc63.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Toyota,Toyota Innova,2013,12.99,7,Manual,2.5 VX (Diesel) 7 Seater BS IV,Bangalore
Petrol,Sedan,70000,Fourth Owner,500000,2005,https://www.cardekho.com/used-car-details/used-Ford-Ikon-1.3-Flair-cars-Bangalore_b8aefcb5-8a27-4be2-bd4a-d79569fbe1d6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cassette Player",Ford,Ford Ikon,2005,13.8,5,Manual,1.3 Flair,Bangalore
Petrol,SUV,10000,First Owner,1700000,2022,https://www.cardekho.com/used-car-details/used-Skoda-Kushaq-1.0-Tsi-Style-At-Anniversary-Edition-Bsvi-cars-Bangalore_721c337a-d3f5-4078-860c-d7bd24689bcc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Skoda,Skoda Kushaq,2022,17.2,5,Automatic,1.0 TSI Style AT Anniversary Edition BSVI,Bangalore
Petrol,SUV,10000,First Owner,1689999,2022,https://www.cardekho.com/used-car-details/used-Hyundai-Alcazar-Signature-7-seater-At-cars-Bangalore_8e2d6f3d-f793-491c-9e33-63e4599bcaf4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Alcazar,2022,14.2,7,Automatic,Signature 7-Seater AT,Bangalore
Petrol,SUV,20000,First Owner,1300000,2022,https://www.cardekho.com/used-car-details/used-Volkswagen-Taigun-1.0-Tsi-Comfortline-Bsvi-cars-Bangalore_78485dd8-292a-4fb9-87d3-33e3c7950f29.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Volkswagen,Volkswagen Taigun,2022,20.08,5,Manual,1.0 TSI Comfortline BSVI,Bangalore
Petrol,Hatchback,50000,First Owner,265000,2009,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Magna-1.2-cars-Bangalore_d1166647-385b-4eb6-a8ec-3a723f047e09.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Hyundai,Hyundai i10,2009,20.36,5,Manual,Magna 1.2,Bangalore
Petrol,Sedan,40000,Second Owner,645000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Amt-Zxi-Plus-Bs-Iv-cars-Bangalore_244b0ef7-f1d5-4795-b4a7-15b6b28024e5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Swift Dzire,2018,22,5,Automatic,AMT ZXI Plus BS IV,Bangalore
Petrol,SUV,30000,First Owner,2000000,2022,https://www.cardekho.com/used-car-details/used-Hyundai-Alcazar-Signature-7-seater-At-cars-Bangalore_e82030a6-87b6-4f39-bfa9-895392a5675b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Alcazar,2022,14.2,7,Automatic,Signature 7-Seater AT,Bangalore
Petrol,Coupe,50000,Third Owner,900000,2007,https://www.cardekho.com/used-car-details/used-Bmw-3-Series-330-Ci-Coupe-cars-Bangalore_955cc746-2d15-4bd9-bc42-17eca284e8a4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",BMW,BMW 3 Series,2007,10.9,5,Automatic,330 Ci Coupe,Bangalore
Petrol,Hatchback,80000,First Owner,620000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Zxi-cars-Bangalore_7db1522f-8c07-41f0-a40c-3d5fcbf42b03.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Swift,2020,21.21,5,Manual,ZXI,Bangalore
Petrol,SUV,20000,First Owner,1470000,2022,https://www.cardekho.com/used-car-details/used-Mg-Astor-Sharp-Bsvi-cars-Bangalore_e05ee1a0-3220-406c-b2c5-30003df17b82.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",MG,MG Astor,2022,15.43,5,Manual,Sharp BSVI,Bangalore
Cng,Sedan,70000,First Owner,220000,2010,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Executive-Cng-cars-Bangalore_ee88e0d5-e3bc-4001-a0d4-248d376b7f01.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Hyundai,Hyundai Accent,2010,13.2,5,Manual,Executive CNG,Bangalore
Diesel,Sedan,90000,First Owner,1475000,2014,https://www.cardekho.com/used-car-details/used-Audi-A4-2.0-Tdi-Premium-Plus-cars-Bangalore_19291692-92b1-4bff-bd02-1d14c5d17a41.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Audi,Audi A4,2014,17.11,5,Automatic,2.0 TDI Premium Plus,Bangalore
Petrol,Hatchback,40000,First Owner,415000,2020,https://www.cardekho.com/used-car-details/used-Renault-Kwid-Climber-1.0-Mt-Opt-cars-Bangalore_7cf8afd2-6777-4466-ba85-c48c3a394495.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault KWID,2020,21.74,5,Manual,Climber 1.0 MT Opt,Bangalore
Petrol,Hatchback,10000,Second Owner,425000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-Vxi-Amt-cars-Bangalore_ec981686-b434-4cf6-a6b4-f918d6972d5f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Alto K10,2015,23.95,5,Automatic,VXI AMT,Bangalore
Petrol,Hatchback,40000,Second Owner,385000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Bangalore_8f674340-1a3f-44c2-9332-39ec81314d4e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Wagon R,2015,20.51,5,Manual,VXI BS IV,Bangalore
Diesel,Sedan,18000,Second Owner,3300000,2018,https://www.cardekho.com/used-car-details/used-Mercedes-benz-C-class-C-220d-Avantgarde-Edition-C-cars-Bangalore_b69ee4b3-31ee-4211-ba4a-8cb15d391589.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Mercedes-Benz,Mercedes-Benz C-Class,2018,19.27,5,Automatic,C 220d Avantgarde Edition C,Bangalore
Diesel,SUV,70000,Second Owner,1475000,2019,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2.0-Limited-4x4-cars-Bangalore_e2117a77-b587-48ce-b00a-50a209545343.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jeep,Jeep Compass,2019,16.3,5,Manual,2.0 Limited 4X4,Bangalore
Petrol,Hatchback,80000,Third Owner,240000,2008,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-Bangalore_8abc29a5-60c5-4fac-8b3b-65fb0b526321.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2008,18.9,5,Manual,LXI Minor,Bangalore
Diesel,SUV,50000,First Owner,1025000,2019,https://www.cardekho.com/used-car-details/used-Hyundai-Venue-Sx-Diesel-Bsiv-cars-Bangalore_ca50c321-4399-45e0-a52e-844dc79a69ae.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Venue,2019,23.7,5,Manual,SX Diesel BSIV,Bangalore
Petrol,SUV,10000,First Owner,1400000,2023,https://www.cardekho.com/used-car-details/used-Tata-Nexon-Xz-Plus-Luxs-Dt-Bsvi-cars-Bangalore_61b953ce-04d9-4c90-a733-eeed2c156407.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Tata,Tata Nexon,2023,17.33,5,Manual,XZ Plus LUXS DT BSVI,Bangalore
Diesel,SUV,110000,First Owner,1000000,2016,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W6-2wd-cars-Bangalore_8c71ac94-9bef-430f-8119-d6faa02c1df8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Mahindra,Mahindra XUV500,2016,16,7,Manual,W6 2WD,Bangalore
Petrol,Hatchback,10000,First Owner,780000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Bangalore_b42e023b-8da1-4850-a07f-3eeb83486ed5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Baleno,2019,21.4,5,Manual,1.2 Zeta,Bangalore
Petrol,Hatchback,50000,Second Owner,475000,2012,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Vxi-cars-Bangalore_0d5ba736-e09e-43fd-afa8-6fac3100b39a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Maruti,Maruti Swift,2012,18.6,5,Manual,VXI,Bangalore
Diesel,SUV,120000,First Owner,750000,2019,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv300-W4-Diesel-Bsiv-cars-Bangalore_f3a8f422-e9df-454d-be44-71b34988ee82.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Speakers Front",Mahindra,Mahindra XUV300,2019,20,5,Manual,W4 Diesel BSIV,Bangalore
Petrol,Sedan,120000,Second Owner,250000,2005,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Lxi-cars-Bangalore_29f5acba-9946-451c-afdd-de5384889bb0.htm,"Power Steering, Power Windows Front",Maruti,Maruti Baleno,2005,15.4,5,Manual,LXI,Bangalore
Diesel,Hatchback,90000,Second Owner,370000,2011,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-Diesel-Comfortline-1.2l-cars-Bangalore_a23c2958-d92a-4df8-86dd-8ddb94fc6e3f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Polo,2011,22.07,5,Manual,Diesel Comfortline 1.2L,Bangalore
Petrol,Sedan,40000,First Owner,620000,2016,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Lxi-Optional-o-cars-Bangalore_e57893f9-ed28-468d-b156-c6bde4faa928.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Maruti,Maruti Swift Dzire,2016,20.85,5,Manual,LXI Optional-O,Bangalore
